"","P_SEMI_MAJOR_AXIS_EST","P_PERIOD","P_TEMP_EQUIL","P_TYPE","S_RADIUS_EST","S_TYPE_TEMP","P_HABITABLE"
"Kepler-687 b",-0.287865763507604,0.033164619567875,-0.460728922266652,"Neptunian",-0.242093709141958,"K","non-habitable"
"HD 104067 b.2",-0.0296750718374951,0.569759458650622,-0.923953280082247,"Jovian",-0.238958979970366,"K","non-habitable"
"HD 564 b",1.3402121214754,1.76384726121748,-1.58107961633209,"Jovian",-0.154321292337391,"G","non-habitable"
"K2-193 b",-0.322685084784323,-0.137620393068535,0.140932882941586,"Neptunian",-0.163725479852166,"G","non-habitable"
"HD 20003 c",-0.156980023143312,0.301013164768982,-0.343186736683055,"Neptunian",-0.167580851913015,"G","non-habitable"
"Kepler-939 b",-0.333644552780099,-0.134430952149042,-0.0285752133111013,"Superterran",-0.204476959082858,"G","non-habitable"
"Kepler-1343 b",-0.494052097897331,-0.849486509609295,0.857764798911307,"Superterran",-0.179399125710124,"G","non-habitable"
"HD 192310 c",1.31776559746578,1.80014454987404,-1.93656154842394,"Neptunian",-0.213151491362007,"K","non-habitable"
"Kepler-1604 b",-0.563172134884818,-1.37409137660678,1.33055475915515,"Terran",-0.232689521627183,"K","non-habitable"
"Kepler-795 b",-0.183655110273386,0.228345342309612,-0.258826458870725,"Superterran",-0.169994938195349,"G","non-habitable"
"HD 219415 b",2.92954234935921,2.56259808261442,-1.84810815696473,"Jovian",0.438142521093439,"K","non-habitable"
"Kepler-341 d.1",-0.186742775874428,0.191934378497549,-0.106405518129788,"Superterran",-0.151186563165799,"F","non-habitable"
"Kepler-365 b",-0.367931532013853,-0.304786397465393,0.388365910116883,"Superterran",-0.141782375651024,"F","non-habitable"
"Kepler-1426 b",-0.328402117689115,-0.156506001774501,0.192091600080979,"Superterran",-0.151186563165799,"G","non-habitable"
"2MASS J02192210-3925225 b",11.8299124461015,3.87383904298206,-7.04501000548456,"Jovian",-0.383156521863584,"M","non-habitable"
"HD 102956 b",-0.406965975435787,-0.549179952579406,1.37054072133138,"Jovian",0.955372834406068,"G","non-habitable"
"HATS-43 b",-0.479110304500251,-0.731410449698825,0.458242218016939,"Jovian",-0.217015875769225,"K","non-habitable"
"Kepler-693 b",-0.340310679731687,-0.117392956736952,-0.308895778463691,"Jovian",-0.24522843831355,"K","non-habitable"
"GJ 849 b",2.37375686252354,2.50384425498231,-3.48776544058445,"Jovian",-0.304788292573792,"M","non-habitable"
"Kepler-49 e",-0.327965166935994,-0.0182096051097469,-0.748833052261051,"Superterran",-0.295384105059017,"M","non-habitable"
"Kepler-1277 b.2",-0.0943207884418868,0.400782789887149,-0.469116509318735,"Superterran",-0.182533854881716,"G","non-habitable"
"Kepler-240 b",-0.482485222364755,-0.757046331128686,0.380135994492288,"Terran",-0.238958979970366,"K","non-habitable"
"HD 68988 b.1",-0.431422667731135,-0.5654561355056,0.719098476916874,"Jovian",-0.0978961672487404,"G","non-habitable"
"K2-213 b.1",-0.406463006972737,-0.440092251033301,0.580176595993521,"Superterran",-0.0947614380771487,"G","non-habitable"
"WASP-103 b.1",-0.549408374801712,-1.29994103742514,1.87427459456444,"Jovian",-0.0195279379589481,"F","non-habitable"
"Kepler-343 b",-0.390419129832955,-0.391602204606239,0.653480091302655,"Superterran",-0.0226626671305398,"G","non-habitable"
"KELT-6 b.1",-0.393052970036184,-0.457620937334952,0.880156385069734,"Jovian",0.0713792080172109,"F","non-habitable"
"Kepler-18 c",-0.419506774598347,-0.470517602460296,0.453427241249521,"Neptunian",-0.122974000621474,"G","non-habitable"
"KELT-21 b",-0.472561200448662,-0.817317546730674,1.56732463906273,"Jovian",0.0431666454728857,"A","non-habitable"
"Kepler-1060 b",-0.0423237096714311,0.475299133606363,-0.437759378469847,"Superterran",-0.160590750680574,"G","non-habitable"
"WASP-88 b",-0.46449211896237,-0.67631477880061,1.33437639274688,"Jovian",0.0933223122183528,"F","non-habitable"
"HAT-P-67 b",-0.442819604024133,-0.689830276398292,1.47623291130376,"Jovian",0.32842700008773,"F","non-habitable"
"Kepler-378 c",-0.220240770302031,0.215322942102876,-0.745306017797982,"Subterran",-0.260902084171508,"K","non-habitable"
"Kepler-60 d",-0.356057797524791,-0.249268601090026,0.459823525030394,"Superterran",-0.0759530630475985,"G","non-habitable"
"Kepler-994 b",-0.554560201651337,-1.23872904184137,0.539122472869479,"Superterran",-0.3016535634022,"K","non-habitable"
"Kepler-400 b",-0.392679247046341,-0.388516331596052,0.516415044781992,"Superterran",-0.110435083935107,"G","non-habitable"
"Kepler-1527 b",0.580164092992446,1.14571738428343,-0.785634942718419,"Neptunian",-0.0571446880180484,"F","non-habitable"
"K2-218 b",-0.399485534120984,-0.407835748661434,0.410282847319534,"Neptunian",-0.154321292337391,"G","non-habitable"
"Kepler-1457 b.1",-0.00952763128283624,0.522102892331228,-0.45350573788022,"Superterran",-0.154321292337391,"G","non-habitable"
"K2-285 d.1",-0.324004042313355,-0.314778228488039,-0.258425528928918,"Superterran",-0.223285334112408,"K","non-habitable"
"Kepler-238 d",-0.33016855327483,-0.194841132046935,0.434302740715612,"Neptunian",-0.0226626671305398,"G","non-habitable"
"Kepler-1317 b",-0.566884154944452,-1.41310805841882,1.49831226736523,"Superterran",-0.223285334112408,"K","non-habitable"
"Kepler-1140 b",-0.256505515400004,0.118237668792524,-0.536427209111506,"Neptunian",-0.242093709141958,"K","non-habitable"
"Wolf 1061 b",-0.507235094990428,-0.682575990459451,-0.708092403020102,"Terran",-0.373752334348809,"M","non-habitable"
"Kepler-302 b",-0.163974907589534,0.238442073525344,-0.0852090482202598,"Neptunian",-0.0884919797339653,"G","non-habitable"
"KELT-16 b",-0.547986863501574,-1.28761286011939,1.83940853563289,"Jovian",-0.0446057713316816,"F","non-habitable"
"Kepler-79 c",-0.17636759248056,0.186834564521777,0.0985887178186144,"Neptunian",-0.0634141463612317,"F","non-habitable"
"Kepler-892 b",-0.358901584417048,-0.17507250654741,-0.291239874277106,"Neptunian",-0.24522843831355,"K","non-habitable"
"Kepler-758 c",-0.458776753728614,-0.694812442834798,1.07143922832884,"Superterran",-0.0257973963021315,"F","non-habitable"
"HD 285507 b",-0.45450149735579,-0.579994441186221,0.000278236906685258,"Jovian",-0.254632625828325,"K","non-habitable"
"Kepler-672 b",-0.111298053711556,0.367318361236244,-0.426868766594675,"Superterran",-0.182533854881716,"G","non-habitable"
"Kepler-316 b",-0.532236726513237,-1.01238297942815,0.289835603482651,"Terran",-0.307923021745384,"K","non-habitable"
"CFBDSIR J145829+101343 b",2.55065889319216,3.42838828304857,-7.20084821220588,"Jovian",-0.438924153182139,"A","non-habitable"
"Kepler-1014 b",-0.315066080268444,-0.0784672443740814,-0.115785929758594,"Superterran",-0.20761168825445,"G","non-habitable"
"Kepler-1251 b",-0.0668612562462688,0.454279459756784,-0.548398680332077,"Superterran",-0.191938042396491,"G","non-habitable"
"51 Peg b",-0.471486943154557,-0.747856943182056,0.907479279444439,"Jovian",-0.0947614380771487,"G","non-habitable"
"HD 116029 c.1",1.86437938683716,2.10090638384857,-0.963127739177796,"Jovian",1.06195362624019,"K","non-habitable"
"HD 200964 b",1.71749903500991,1.87870273361149,-0.83500215451379,"Jovian",1.07135781375496,"G","non-habitable"
"Kepler-320 b",-0.397205725851201,-0.425718867334162,0.643357162201382,"Terran",-0.122974000621474,"F","non-habitable"
"Kepler-226 d",-0.417678676859652,-0.44141436076344,0.258499687636499,"Terran",-0.220150604940816,"G","non-habitable"
"Kepler-79 d",0.0224373529797924,0.532387043192598,-0.228387272926291,"Jovian",-0.0634141463612317,"F","non-habitable"
"Kepler-1451 b.1",-0.125480552757795,0.327245333885509,-0.30458407072291,"Neptunian",-0.160590750680574,"G","non-habitable"
"K2-85 b.2",-0.566870734800203,-1.37381296296431,0.878363323770389,"Terran",-0.311057750916975,"K","non-habitable"
"Kepler-1342 b",-0.519204617459427,-1.01662672660154,0.986120030303544,"Superterran",-0.188803313224899,"G","non-habitable"
"Kepler-211 c",-0.449868362531735,-0.583720784703464,0.304791292235798,"Terran",-0.213881146597633,"K","non-habitable"
"Kepler-399 c",-0.243538359865985,0.172505988506423,-0.428605232460852,"Terran",-0.257767354999917,"G","non-habitable"
"HD 113337 b.1",1.00561594089786,1.53331785481953,-0.932872660248591,"Jovian",-0.000719562929397941,"F","non-habitable"
"Kepler-693 b.1",-0.340310679731687,-0.117392956736952,-0.308895778463691,"Jovian",-0.24522843831355,"K","non-habitable"
"Kepler-1343 b.1",-0.494052097897331,-0.849486509609295,0.857764798911307,"Superterran",-0.179399125710124,"G","non-habitable"
"CoRoT-24 c",-0.367931532013853,-0.255258779366526,-0.0608537045261649,"Neptunian",-0.201342229911266,"K","non-habitable"
"WASP-25 b",-0.497931150561012,-0.799399417491211,0.770094646223242,"Jovian",-0.220150604940816,"G","non-habitable"
"EPIC 211945201 b",-0.255698173400984,0.00649215450727486,0.295504746161079,"Neptunian",-0.0352015838169066,"G","non-habitable"
"Kepler-163 b",-0.413114372304967,-0.459796270347516,0.400580564112535,"Terran",-0.182533854881716,"G","non-habitable"
"Kepler-132 d",-0.28430722877058,-0.0349791464847129,0.224983306512035,"Superterran",-0.101030896420332,"F","non-habitable"
"HD 117618 b.1",-0.190905143162785,0.154743615261226,-0.0677416532672239,"Jovian",-0.134872836958293,"G","non-habitable"
"Kepler-134 b.1",-0.45450149735579,-0.643583167043166,0.844861048459459,"Superterran",-0.101030896420332,"G","non-habitable"
"Kepler-334 c.1",-0.347867116130664,-0.213613601820364,0.288207605314286,"Terran",-0.135512917307841,"G","non-habitable"
"Kepler-357 d.1",-0.0571376737031172,0.50475311773129,-0.763939584542006,"Neptunian",-0.210746417426041,"K","non-habitable"
"Kepler-309 c",0.231043147460619,0.916224832520104,-1.34583909111786,"Neptunian",-0.24522843831355,"M","non-habitable"
"WASP-20 b.1",-0.45450149735579,-0.681382815840944,0.95896196848739,"Jovian",-0.0352015838169066,"F","non-habitable"
"Kepler-186 e",-0.341215211403811,0.0799780743145459,-0.954420054548146,"Terran",-0.307923021745384,"M","non-habitable"
"WASP-42 b",-0.463561307675832,-0.673752269986221,0.49991027796479,"Jovian",-0.191938042396491,"G","non-habitable"
"Kepler-237 c",-0.429126658880036,-0.44174244001709,0.0218368817574227,"Superterran",-0.24522843831355,"K","non-habitable"
"K2-280 b",-0.256767699241962,0.0172508052655121,0.150533459596952,"Jovian",-0.0696836047044151,"G","non-habitable"
"Kepler-330 c.1",-0.327965166935994,-0.0981728903764544,-0.274527176027801,"Superterran",-0.24522843831355,"K","non-habitable"
"K2-233 d",-0.248437713901141,0.124368026796922,-0.514016052378538,"Neptunian",-0.238958979970366,"K","non-habitable"
"Kepler-844 b",-0.522365037836388,-0.952269588767586,0.223317121684331,"Superterran",-0.292249375887425,"K","non-habitable"
"K2-167 b",-0.38301359168285,-0.338340891324025,0.840240564807614,"Neptunian",0.102726499733128,"F","non-habitable"
"Kepler-54 d.1",-0.30603926509999,0.0456060258925479,-0.825639176445298,"Superterran",-0.298518834230609,"M","non-habitable"
"K2-250 b",-0.487415299305321,-0.77117751656776,0.539575973892469,"Superterran",-0.217015875769225,"K","non-habitable"
"HATS-40 b",-0.47786931298859,-0.860714853878168,1.58878605921001,"Jovian",0.237519854111571,"F","non-habitable"
"Kepler-220 d",-0.226572789166145,0.200654585288932,-0.740916640609113,"Terran",-0.260902084171508,"K","non-habitable"
"Kepler-50 b",-0.415395465087136,-0.459695772246133,0.937868850799513,"Superterran",0.0243582704433356,"F","non-habitable"
"HD 564 b.1",1.3402121214754,1.76384726121748,-1.58107961633209,"Jovian",-0.154321292337391,"G","non-habitable"
"Kepler-490 b",-0.491378871879572,-0.860142327814342,1.0539644690911,"Jovian",-0.119839271449882,"F","non-habitable"
"K2-154 c",-0.436711641827607,-0.450845283102134,-0.304790056709376,"Superterran",-0.273441000857875,"M","non-habitable"
"K2-274 b",-0.349199660102782,-0.161109722383115,-0.203276901845298,"Superterran",-0.238958979970366,"K","non-habitable"
"HD 141399 c",0.690544218588286,1.27330127832258,-1.08187023890107,"Jovian",-0.0824282223190217,"K","non-habitable"
"HAT-P-25 b",-0.485770841315704,-0.81254167238845,0.724423274362664,"Jovian",-0.182533854881716,"G","non-habitable"
"K2-291 b",-0.518847079217853,-1.01500280685641,0.980656943440607,"Superterran",-0.188803313224899,"G","non-habitable"
"HD 175607 b",-0.222768708692622,0.217240591652876,-0.485248543329833,"Superterran",-0.251497896656733,"G","non-habitable"
"HIP 105854 b.1",0.860605258615694,1.22263116820235,-0.0125580321124905,"Jovian",2.0747848410125,"K","non-habitable"
"Kepler-303 c",-0.461467616226785,-0.50892909946274,-0.439108659795297,"Terran",-0.32046193843175,"M","non-habitable"
"K2-37 c",-0.442012021530794,-0.554041135194933,0.375557896053342,"Neptunian",-0.204476959082858,"G","non-habitable"
"HD 28185 b",1.13040808671699,1.6196898405042,-1.50498136975929,"Jovian",-0.148051833994207,"G","non-habitable"
"K2-3 b",-0.41562369084489,-0.33447894857876,-0.568655687809019,"Superterran",-0.295384105059017,"M","non-habitable"
"Kepler-966 b",0.27041272983997,0.886295271394025,-0.795314629159181,"Neptunian",-0.151186563165799,"G","non-habitable"
"14 Her b",2.76622844806902,2.47102709603914,-2.48775718930379,"Jovian",-0.179399125710124,"K","non-habitable"
"Kepler-387 b",-0.43602112987016,-0.527714995968618,0.605778898312501,"Terran",-0.141782375651024,"G","non-habitable"
"Kepler-220 c",-0.417678676859652,-0.387975969828628,-0.158725819081387,"Superterran",-0.260902084171508,"K","non-habitable"
"HD 32518 b",0.542081986332485,1.1367655917324,0.339699959656309,"Jovian",2.73276427469856,"K","non-habitable"
"Kepler-822 b",-0.492992654391492,-0.86609195238984,1.00825314462,"Superterran",-0.132378188136249,"G","non-habitable"
"Kepler-219 d",-0.00637748227354062,0.487009304055422,-0.182318731474475,"Neptunian",-0.00385429210098964,"G","non-habitable"
"Kepler-1222 b.1",-0.52867599039999,-1.07049619251234,0.914062665412795,"Subterran",-0.220150604940816,"K","non-habitable"
"Kepler-1490 b",0.20495056793059,0.844675076670364,-0.933421589307684,"Neptunian",-0.198207500739674,"G","non-habitable"
"HATS-11 b.1",-0.476161048007823,-0.816548804684777,1.31832999870879,"Jovian",0.0118193537569688,"G","non-habitable"
"HD 92987 b",5.20960326049272,3.44558169636629,-2.85994269305145,"Jovian",0.0243582704433356,"G","non-habitable"
"Kepler-291 b",-0.484831644782928,-0.825309860206874,0.924938822883971,"Superterran",-0.151186563165799,"F","non-habitable"
"HIP 97233 b",2.51628242658095,2.18630885819543,-1.17213571064812,"Jovian",1.20301643896181,"K","non-habitable"
"HD 10180 f",0.387202586552937,0.999875114994567,-0.829263924733076,"Neptunian",-0.122974000621474,"G","non-habitable"
"Kepler-56 b",-0.357210130951055,-0.312574950913969,1.08491538324703,"Jovian",0.855061500915134,"K","non-habitable"
"HD 156279 c",3.80617061221357,2.94596928117269,-2.83608664847422,"Jovian",-0.173129667366941,"G","non-habitable"
"HD 108863 b",1.4707495553286,1.69904498806983,-0.619128506824393,"Jovian",1.32840560582548,"K","non-habitable"
"Kepler-770 d",-0.478929813691113,-0.756193044313198,0.699808495433567,"Terran",-0.182533854881716,"G","non-habitable"
"K2-15 b",-0.38365122111514,-0.25303772547471,-0.128718634440816,"Superterran",-0.257767354999917,"G","non-habitable"
"HD 34445 d",0.368693640269059,0.977675572102006,-0.652670335494744,"Neptunian",-0.0383363129884983,"G","non-habitable"
"HATS-52 b",-0.537075870893251,-1.18598912044124,1.42615908045187,"Jovian",-0.141782375651024,"F","non-habitable"
"Kepler-130 d.1",0.188573368641196,0.814801804989638,-0.616816030227229,"Superterran",-0.116704542278291,"G","non-habitable"
"Kepler-209 b",-0.314786168624369,-0.0938739093332439,0.00429125131030639,"Superterran",-0.176264396538533,"G","non-habitable"
"HD 149026 b",-0.490765252818903,-0.91347105954743,1.25889626412747,"Jovian",-0.0289321254737232,"G","non-habitable"
"Kepler-891 b",0.0149369575497833,0.546353031513642,-0.439065432161681,"Jovian",-0.135512917307841,"G","non-habitable"
"K2-17 b",-0.321366834660812,-0.0362205117407974,-0.618779736701066,"Superterran",-0.2640368133431,"K","non-habitable"
"Kepler-923 b.1",-0.423019057168626,-0.517735578396542,0.73951566350919,"Terran",-0.0759530630475985,"G","non-habitable"
"Kepler-26 b",-0.397639422014864,-0.233148851980917,-0.707639949827293,"Neptunian",-0.311057750916975,"M","non-habitable"
"Kepler-153 c.2",-0.074955629839537,0.475580405980956,-0.574676092570017,"Neptunian",-0.191938042396491,"G","non-habitable"
"HD 48265 b",1.94172136085669,2.01788268297479,-1.42118765772474,"Jovian",0.171690541508145,"G","non-habitable"
"Kepler-1183 b",-0.185527362911388,0.207878621680861,-0.19568366672637,"Neptunian",-0.160590750680574,"G","non-habitable"
"Kepler-192 c.1",-0.254201618657704,0.0512956608415514,-0.108047147653064,"Neptunian",-0.154321292337391,"G","non-habitable"
"Kepler-1564 b",-0.294198098610519,-0.0337066410907956,-0.0816371978919803,"Terran",-0.188803313224899,"G","non-habitable"
"WASP-71 b",-0.509979292861054,-0.909525623734903,1.57600010105356,"Jovian",0.0995917705615362,"F","non-habitable"
"Kepler-1089 b",-0.485263245550545,-0.65999739056235,-0.348942011030039,"Superterran",-0.317327209260159,"M","non-habitable"
"Kepler-736 b",-0.492547882002565,-0.818671658689372,0.590004313901611,"Neptunian",-0.217015875769225,"K","non-habitable"
"Kepler-28 b.1",-0.449868362531735,-0.593868936145988,0.0162229045450719,"Jovian",-0.251497896656733,"M","non-habitable"
"K2-28 b",-0.545675651674617,-1.00899284292034,-0.38844414690851,"Superterran",-0.380021792691993,"M","non-habitable"
"Kepler-1479 b",-0.327675326292279,-0.14659084396333,0.150180043016838,"Superterran",-0.163725479852166,"G","non-habitable"
"Kepler-1642 c",-0.439902073611685,-0.537749977411498,0.339457669311425,"Neptunian",-0.20761168825445,"G","non-habitable"
"WASP-47 d.1",-0.395013703927684,-0.388164788494999,0.429609366449385,"Neptunian",-0.113569813106699,"G","non-habitable"
"K2-150 b",-0.425228359416742,-0.308175046431878,-0.873701769941897,"Superterran",-0.333000855118117,"M","non-habitable"
"Kepler-204 c",-0.205529190617995,0.151862452959523,0.0297497164731086,"Superterran",-0.0822225213907819,"G","non-habitable"
"Kepler-1521 b",-0.0728907876503993,0.478411189482169,-0.804231454402589,"Superterran",-0.232689521627183,"K","non-habitable"
"Kepler-309 c.1",0.231043147460619,0.916224832520104,-1.34583909111786,"Neptunian",-0.24522843831355,"M","non-habitable"
"HD 219828 b",-0.476161048007823,-0.791332273964397,1.16430383680786,"Neptunian",0.0337624579581107,"G","non-habitable"
"Kepler-1147 b",-0.369414076816578,-0.306543992637701,0.43820128945531,"Neptunian",-0.113569813106699,"G","non-habitable"
"HATS-44 b",-0.509628989141868,-0.932611682110803,0.716618065155925,"Jovian",-0.204476959082858,"K","non-habitable"
"Kepler-1500 b",-0.320969389159784,-0.129074165265672,0.158671109853384,"Terran",-0.157456021508982,"G","non-habitable"
"K2-139 b",-0.191738463155974,0.205531371694263,-0.381329886082818,"Jovian",-0.195072771568083,"K","non-habitable"
"Kepler-233 c",0.0224373529797924,0.612892147406996,-0.853588539601785,"Neptunian",-0.232689521627183,"G","non-habitable"
"HD 3167 d",-0.414094982771301,-0.417675443130933,0.282281435103011,"Superterran",-0.198207500739674,"K","non-habitable"
"Kepler-206 c.1",-0.33900190436873,-0.198582811628348,0.324486103549513,"Superterran",-0.0978961672487404,"G","non-habitable"
"WASP-47 c",1.54689612583722,1.86226861650565,-1.70317103668674,"Jovian",-0.113569813106699,"G","non-habitable"
"K2-180 b",-0.419278188009355,-0.397247102239864,0.125586026136181,"Superterran",-0.24522843831355,"G","non-habitable"
"Kepler-1083 b.1",-0.171754510805686,0.292948870658075,-0.617115990589415,"Neptunian",-0.229554792455591,"K","non-habitable"
"Kepler-496 b.1",-0.416924687897269,-0.429439513543449,0.195871595691809,"Superterran",-0.213881146597633,"K","non-habitable"
"HD 190360 c",-0.296453487922401,-0.0617483047140783,0.106049919199891,"Neptunian",-0.113569813106699,"G","non-habitable"
"24 Boo b",-0.170163439511086,0.241383782202474,1.33684707564041,"Jovian",2.86442289990541,"G","non-habitable"
"PH1 b",0.636102328086508,1.0653598166872,-0.580353997464698,"Jovian",0.0713792080172109,"F","non-habitable"
"Kepler-411 b",-0.506050861146093,-0.895346454626245,0.605112544406505,"Superterran",-0.223285334112408,"K","non-habitable"
"K2-270 b.1",-0.537747395860333,-1.14627175466954,0.884490990695547,"Terran",-0.229554792455591,"K","non-habitable"
"Kepler-121 b",-0.503684103816979,-0.872082731498167,0.593032254706635,"Superterran",-0.251497896656733,"G","non-habitable"
"Kepler-865 b",-0.337221749599688,-0.15985948684849,0.0701996928568946,"Superterran",-0.182533854881716,"G","non-habitable"
"Kepler-1570 b",-0.213174002048377,0.169970390927435,-0.277572879648024,"Terran",-0.191938042396491,"G","non-habitable"
"Kepler-32 c",-0.385905120673695,-0.403723996555466,-0.729082872586915,"Jovian",-0.304788292573792,"M","non-habitable"
"K2-233 c",-0.438623069664408,-0.508910527791962,0.116212053741554,"Terran",-0.238958979970366,"K","non-habitable"
"Kepler-803 b",-0.00842679932650592,0.513290761329248,-0.362499351981365,"Neptunian",-0.119839271449882,"G","non-habitable"
"HD 134987 c",4.11384124365805,3.0434529968905,-2.67860128347712,"Jovian",-0.0884919797339653,"G","non-habitable"
"Kepler-1127 b.1",-0.460161851326998,-0.660825174033268,0.627239359458785,"Superterran",-0.173129667366941,"G","non-habitable"
"HD 33844 b",1.75081056343446,1.8263586991707,-0.821227336672771,"Jovian",1.21869008481977,"K","non-habitable"
"K2-183 d",-0.248437713901141,0.0852456015516471,-0.141404910937452,"Neptunian",-0.166860209023758,"G","non-habitable"
"Kepler-1443 b.1",-0.507579809505213,-0.982905501567219,1.33927727924388,"Terran",-0.0728183338760068,"F","non-habitable"
"K2-208 b",-0.478629367003728,-0.752080367614131,0.641947077953858,"Superterran",-0.201342229911266,"G","non-habitable"
"Kepler-525 b",-0.285529634292115,-0.0157359745361853,0.0949996200388855,"Neptunian",-0.110435083935107,"G","non-habitable"
"Kepler-103 c",0.619719809985534,1.20877305309946,-0.84692511620654,"Neptunian",-0.0195279379589481,"G","non-habitable"
"Kepler-1225 b",-0.42075819884509,-0.512393554317368,0.723973321075256,"Superterran",-0.0978961672487404,"F","non-habitable"
"Kepler-154 b.1",-0.153695188312436,0.286859914628492,-0.269863289184066,"Superterran",-0.157456021508982,"G","non-habitable"
"Kepler-953 c",-0.399702965033857,-0.383836340226089,0.302626961433421,"Terran",-0.160590750680574,"G","non-habitable"
"WTS-2 b.1",-0.55254342279865,-1.27383840721559,1.12118807290966,"Jovian",-0.235824250798775,"K","non-habitable"
"Kepler-332 c.1",-0.332373916631731,-0.0968635051007868,-0.310358467075496,"Terran",-0.24522843831355,"K","non-habitable"
"Kepler-804 b",-0.327834546121548,-0.15224056808995,0.208856825025826,"Superterran",-0.141782375651024,"G","non-habitable"
"Kepler-781 b",-0.359118334042502,-0.195597563875988,-0.101481499185465,"Neptunian",-0.226420063284,"K","non-habitable"
"K2-58 b",-0.433261020319728,-0.509519400710775,0.341359855473489,"Neptunian",-0.201342229911266,"G","non-habitable"
"Kepler-714 b",-0.405809535043349,-0.442030640721139,0.576867462355248,"Jovian",-0.119839271449882,"G","non-habitable"
"Kepler-1313 b",-0.485749249853247,-0.79154127334692,0.645497907681756,"Superterran",-0.204476959082858,"G","non-habitable"
"K2-61 b",-0.503211025710165,-0.958419948148913,1.35571727555253,"Superterran",-0.0446057713316816,"F","non-habitable"
"Kepler-369 b",-0.525067414780527,-0.934258575629335,-0.108443148799723,"Terran",-0.323596667603342,"M","non-habitable"
"WASP-88 b.1",-0.46449211896237,-0.67631477880061,1.33437639274688,"Jovian",0.0933223122183528,"F","non-habitable"
"Kepler-1586 b.1",-0.279346633486492,-0.109711451936201,0.676620481869789,"Superterran",0.0776486663603943,"F","non-habitable"
"K2-58 d",-0.250570917729168,0.0910761444054641,-0.257861517789758,"Superterran",-0.201342229911266,"G","non-habitable"
"K2-138 c",-0.490613395012127,-0.823689004425873,0.659391497833672,"Neptunian",-0.201342229911266,"K","non-habitable"
"Kepler-336 b",-0.517918954202024,-1.05043375386094,1.34567717918256,"Terran",-0.0634141463612317,"G","non-habitable"
"Kepler-1531 b",-0.543231510421188,-1.24198032865545,1.72242990491356,"Terran",-0.0728183338760068,"F","non-habitable"
"K2-172 b",-0.335446241050571,-0.154315335130041,0.0217975187563941,"Superterran",-0.198207500739674,"G","non-habitable"
"Kepler-1349 b",-0.515504090338344,-1.0318619318927,1.36667749439545,"Subterran",-0.0696836047044151,"F","non-habitable"
"24 Sex c",2.16721959272469,2.08610797116598,-1.02739279410002,"Jovian",1.06508835541178,"K","non-habitable"
"HIP 97233 b.1",2.51628242658095,2.18630885819543,-1.17213571064812,"Jovian",1.20301643896181,"K","non-habitable"
"Kepler-1541 b",-0.415553479498138,-0.423638480856724,0.177341292779178,"Terran",-0.217015875769225,"K","non-habitable"
"Kepler-842 b",-0.5476991316167,-1.22143627588008,0.97479297753104,"Superterran",-0.242093709141958,"K","non-habitable"
"Kepler-582 b.1",-0.289599500486531,-0.0211422577433867,-0.0754997474202944,"Neptunian",-0.185668584053308,"G","non-habitable"
"K2-148 d",-0.414482773915725,-0.349503307387293,-0.413690858375598,"Superterran",-0.273441000857875,"K","non-habitable"
"Kepler-858 b",0.133943131911693,0.738766863684489,-0.779232596990303,"Neptunian",-0.185668584053308,"G","non-habitable"
"WASP-47 e.1",-0.556443322677994,-1.34039067403074,1.67074117795848,"Superterran",-0.113569813106699,"G","non-habitable"
"Kepler-937 b",0.122377130893238,0.674531772865548,-0.426694391246846,"Neptunian",-0.0884919797339653,"F","non-habitable"
"14 And b",0.887615171043372,1.22750166155571,0.211034987115291,"Jovian",2.97727315008271,"G","non-habitable"
"Kepler-1414 b",-0.496604320544268,-0.829058678971293,0.481962948540301,"Terran",-0.235824250798775,"K","non-habitable"
"HD 75784 b",1.1449661389302,1.56180733819637,-0.835066506219247,"Jovian",0.594878979673023,"G","non-habitable"
"Kepler-997 b",-0.499873663558821,-0.93803792350646,1.39838548031382,"Terran",0.0180888121001522,"F","non-habitable"
"HATS-17 b",-0.295583904578335,-0.0885085908722979,0.153622857716458,"Jovian",-0.129243458964657,"G","non-habitable"
"Kepler-1317 b.1",-0.566884154944452,-1.41310805841882,1.49831226736523,"Superterran",-0.223285334112408,"K","non-habitable"
"K2-46 b.1",-0.279530263991769,-0.00269884700449134,0.343778115970718,"Superterran",-0.0665488755328234,"F","non-habitable"
"Kepler-109 b",-0.433917578707862,-0.55014419498357,0.816755132803252,"Superterran",-0.0571446880180484,"G","non-habitable"
"CoRoTID 223977153 b",-0.429126658880036,-0.532934264907351,0.406506120559916,"Jovian",-0.223285334112408,"G","non-habitable"
"Kepler-249 b",-0.513164838026654,-0.855266285141342,-0.219842598040685,"Terran",-0.32046193843175,"M","non-habitable"
"Kepler-581 b",-0.08658978596371,0.397743702106781,-0.366187819967687,"Neptunian",-0.157456021508982,"G","non-habitable"
"Kepler-511 b",0.941132854926591,1.4847319527172,-1.23866770509534,"Jovian",-0.0947614380771487,"G","non-habitable"
"Kepler-512 b",-0.112539017636505,0.309053092002476,-0.063637283396375,"Neptunian",-0.0634141463612317,"G","non-habitable"
"Kepler-1175 b",-0.122463156675572,0.361226565564852,-0.506752139635257,"Neptunian",-0.201342229911266,"G","non-habitable"
"HD 221420 b.1",6.70319495200771,3.87383904298206,-3.19335051815251,"Jovian",0.140094916547255,"G","non-habitable"
